907,Computer programming,[the] DonaldKnuth,5
908,JAVA Core Technologies (Volume 1),CayS. Horstmann,5
909,The Art of JavaScript DOM Programming (Version 2),[English] JeremyKeith,5
910,Natural Code: Programming to simulate natural systems,DanielShiffman,5
911,Redis Deep Adventures: Core Principles and Applied Practices,Qian Wenpin,5
912,Python Basics tutorial (version 3),MagnusLieHetland,5
913,C language programming modern methods,K.N.King,5
914,Flask Web development,Li hui,5
915,Effective Python,BrettSlatkin,5
916,How does the program work,[Day] Yasawa Hisao,5
917,Spring the Boot of actual combat,Craig Voss,5
918,Linux/UNIX System programming manual,MichaelKerrisk - The New,5
919,One month myth,Frederick Brooks,5
920,My first programming book,[Japan] Naoto Hirayama,5
921,Programming Abecas (2nd edition ? Revised edition),JonBentley,5
922,Unix/Linux programming practice tutorial,BruceMolay,5
923,Programming thinking for everyone,Jim Christian,5
924,Big talk about design patterns,gemee,5
925,Introduction to operating systems,RemziH.Arpaci-Dusseau,5
926,Regular expressions must Know must Know (revised edition),Foda (BenForta),5
927,Python Basics tutorial (Version 2),MagnusLieHetland,5
928,Introduction to Deep Learning,Yasuhi Saito,5
929,The programming of mission,[the] JonBentley,5
930,Structure and Interpretation of Computer Programs - 2nd Edition (MIT),HaroldAbelson,5
931,SQL will know will know,Foda (BenForta),5
932,Software capriccio,[the] JoelSpolsky,5
933,Node.js is easy to understand,PiaoLing,5
934,500 Lines or Less,AmyBrown,5
935,Redis design and implementation,Huang Jianhong,5
936,Programming life,[the] PeterSeibel,5
937,The Little Schemer,[the] DanielP. Friedman,5
938,Go Language Practice,WilliamKennedy,5
939,Java Learning Notes,Lin Xinliang,5
940,Algorithms Contest Introduction Classic (2nd edition),Liu Rujia,5
941,Python Core Programming (Second edition),[US]WesleyJ.Chun,5
942,(The 2nd edition),Hai-tao he,5
943,Aha! algorithm,Aha lei,5
944,The beauty of Concurrent programming in Java,Zhai in succession,5
945,The  C Programming Language,BrianW. Kernighan,5
946,Orange's: An implementation of an operating system,Yu Yuan,5
947,Large site technical architecture,Rocket power,5
948,Seven weeks seven concurrent model,PaulButcher,5
949,Scala Programming (Version 3),【 German 】MartinOdersky Odesky),5
950,Software Developer Roadmap,DaveH. Hoover,5
951,UNIX Network programming,Stevens,5
952,Illustrated Java multithreaded design patterns,Jie Chenghao,5
953,Agile software development,[the] RobertC · Martin,5
954,Clean Code,[the] RobertC · Martin,5
955,Teach children to program in Python,John Howard Payne (BrysonPayne),5
956,Modern Operating Systems (Version 3),"[the] AndrewS, Tanenbaum",5
957,Programming Methodology (Chinese version),MatthiasFellinen,5
958,Just for fun,LinusTorvalds,5
959,Go programming language,Ellen A.A. Donovan,5
960,The essence of JavaScript,DouglasCrockford,5
961,Effective Modern C++,ScottMeyers,5
962,The definitive guide to Kafka,NehaNarkhede,5
963,Kotlin core programming,Water Drop Technical Team,5
964,JavaScript design patterns and development practices,Once agent,5
965,Artificial intelligence (ai),StuartJ. Russell,5
966,STL source code analysis,Hou Jie,5
967,Hi C,[the] DavidGriffiths,5
968,Computer composition and design,(mae) DavidA. Patterson,5
969,Programmer's Cry,[the] SteveYegge,5
970,Fluent Python,LucianoRamalho,5
971,Programming is fun,[Britain] Jon Woodcock,5
972,The Definitive GUIDE to HTTP,DavidGourley,5
973,C++ Primer (4th edition),StanleyB. Lippman,5
974,Algorithm of notes,Hu Fan,5
975,The Linux Programming Interface,MichaelKerrisk - The New,5
976,R Language,"Kabak,",5
977,Think Python like a Computer Scientist (version 2),Alan B. Downey,5
978,C# tutorial,Solis (DanielM. Solis),5
979,Learn architecture from scratch,Yun-hua li,5
980,refactoring,MartinFowler,5
981,Java 8 of actual combat,Eritrea's horse (Raoul - GabrielUrma),5
982,UNIX Programming art,"[the] EricS, Raymond",5
983,Regular Guidelines (2nd Edition),Yu Sheng,5
984,Programmer math,"""City hao",5
985,Python network data collection,Mitchell,5
986,Hackers and Painters,Paul Graham,5
987,Worldview in Code -- The Path to architect,Yu leaves,5
988,The Method of Construction (3rd Edition),Zou xin,5
989,Start programming!,Compiled by the UK Teen Developer Community,5
990,Java Concurrency in Practice,BrianGoetz,5
991,First line of code: Android (Version 2),Guo Lin,5
992,Grokking Algorithms,AdityaBhargava,5
993,Microservice design,[English] SamNewman,5
994,Parsing Python source Code,Chen Ru,5
995,C++ standard library,[DE] NicolaiM Josuttis,5
996,JavaScript you Don't Know (Vol. 2),[the] KyleSimpson,5
997,Python Core Programming (Version 3),[the] WesleyChun,5
998,Go Programming Language,AlanA.A.Donovan,5
999,In-depth understanding of C# (version 3),Skeeter (JonSkeet),5
1000,My first algorithm book,[Japan] Ishida Baohui,5
1001,At the top of the wave,[US] Wu Jun,5
1002,coding,[the] CharlesPetzold,5
1003,Hackers and Painters,Paul Graham,5
1004,"Godel, Escher, Bach",Hou Shida,5
1005,In-depth Understanding of Computer Systems (Original Book 3rd Edition),RandalE. Bryant,5
1006,Python programming,Eric Mathers,5
1007,"Construction and Interpretation of Computer programs (Original Book, 2nd Edition)",HaroldAbelson,5
1008,The beauty of mathematics,[US] Wu Jun,5
1009,Deep understanding of computer systems,RandalE. Bryant,5
1010,Microservices architecture design patterns,Chris? ChrisRichardson,5
1011,Algorithm diagram,[the] AdityaBhargava,5
1012,C programming language,(mae) BrianW Kernighan,5
1013,How is the network connected,[Japan] Hogan Qin,5
1014,Complete Code (Version 2),Steve McConnell,5
1015,A brief history of information,James Gleick,5
1016,"In-depth Understanding of computer Systems (Original Book, 2nd edition)",(mae) RandalE. Bryant,5
1017,Algorithms (4th edition),RobertSedgewick,5
1018,Programmer self-cultivation,Yu jia,5
1019,Data intensive application system design,MartinKleppmann,5
1020,The illustration of HTTP,[Japan] Ueno Xuan,5
1021,The Beauty of Mathematics (2nd Edition),Wu jun,5
1022,Big data era,[Britain] Viktor Mayer-Schonberger,5
1023,Python Deep Learning,Fran? Ois Chaulet,5
1024,The mystery of coding,CharlesPetzold,5
1025,Ideas for Java Programming (4th edition),[the] BruceEckel,5
1026,Mathematics in Computer Science: A Required course in the Age of Information and Intelligence,EricLehman,5
1027,The data structure,Jun-hui deng,5
1028,Machine learning,zhou,5
1029,Design patterns,[the] ErichGamma,5
1030,An in-depth understanding of the Java Virtual Machine (Version 2),Zhi-ming zhou,5
1031,coding,CharlesPetzold,5
1032,refactoring,MartinFowler,5
1033,C Primer Plus (6th edition) Chinese version,Prada (StephenPrata),5
1034,Get started with Python programming quickly,AlbertSweigart,5
1035,Introduction to Algorithms (original Book 3rd edition),ThomasH. Cormen,5
1036,Smooth the Python,LucianoRamalho [Brazil],5
1037,One month myth,Frederick Brooks,5
1038,Head First Design Mode (Chinese version),Freeman,5
1039,Compilation principle,AlfredV. Aho,5
1040,The concrete mathematical,RonaldL. Graham,5
1041,algorithm,RobertSedgewick,5
1042,Data structure and algorithm analysis,[the] MarkAllenWeiss,5
1043,JavaScript Advanced Programming (version 3),Nicholas Czerkas,5
1044,Python 3 Web crawler development hands-on,Cui Qingcai,5
1045,The programming of mission,JonBentley,5
1046,Birdman's Linux home dish,The elder brother of the bird,5
1047,Through the computer fog,sasihorfswe,5
1048,Computer network,JamesF. Kurose,5
1049,Code farmers turn,Liu xin,5
1050,At the top of the performance,rank,5
1051,Introduction to Computer Science,Behruz Frozin,5
1052,Statistical Learning Methods (2nd edition),expericnce,5
1053,Clean architecture,【美】RobertC.Martin (RobertC.Martin),5
1054,Hands-on deep learning,AstonZhang,5
1055,Neural networks and deep learning,Xi-peng qiu,5
1056,White Hat talks about Web security,Wu Hanqing,5
1057,Spring Practice (4th edition),CraigWalls vols,5
1058,Deep learning,Ian Goodfellow,5
1059,Introduction to Algorithms (Original Book 2nd edition),[the] ThomasH Cormen,5
1060,30 days homemade operating system,[Japan] Kawai Hideki,5
1061,Java concurrent programming practice,BrianGoetz,5
1062,Computer programming,[the] DonaldKnuth,5
1063,C++ Primer (5th edition),[the] StanleyB. Lippman,5
1064,Through the Computer Fog (2nd edition),sasihorfswe,5
1065,C programming language,K.N.King,5
1066,Powerful because of computers,SeymourPapert,5
1067,Comic book Algorithms: The Journey of Xiao Grey's algorithms,Wei Mengshu,5
1068,TCP/IP Volume 1: protocol,[the] w. RichardStevens,5
1069,Introduction to operating systems,RemziH.Arpaci-Dusseau,5
1070,complex,Melanie Mitchell,5
1071,Block chain,AndreasM.Antonopoulos,5
1072,Redis design and implementation,Huang Jianhong,5
1073,Clean code,[the] RobertC · Martin,5
1074,The beauty of the programming,The Beauty of Programming,5
1075,Statistical learning method,expericnce,5
1076,Microservice design,[English] SamNewman,5
1077,Large site technical architecture,Rocket power,5
1078,Modern Operating Systems (Version 3),"[the] AndrewS, Tanenbaum",5
1079,Redis Deep Adventures: Core Principles and Applied Practices,Qian Wenpin,5
1080,Computer Networking (6th Edition),[the] JamesF Kurose,5
1081,Top of the Wave (3rd Edition) (Volume 2),[US] Wu Jun,5
1082,Computer composition and design,(mae) DavidA. Patterson,5
1083,SQL Basics,MICK,5
1084,Coding efficiently: The Java Development Manual,Yang Guanbao,5
1085,Advanced programming in UNIX environments,W.RichardStevens,5
1086,Transformation of enterprise IT architecture: Alibaba in Taiwan strategic thought and structure combat,Zhong hua,5
1087,MySQL will know and will know,[English] BenForta,5
1088,A Philosophy of Software Design,JohnOusterhout,5
1089,Use Python for data analysis,WesMcKinney,5
1090,Designing Data-Intensive Applications,MartinKleppmann,5
1091,The road to the future,", (-no-kami), 盖茨",5
1092,Effective Java Chinese Version (2nd edition),[the] JoshuaBloch,5
1093,Just for fun,LinusTorvalds,5
1094,Computer architecture,JohnL. Hennessy,5
1095,Go language advanced programming,Chai Shu fir,5
1096,Assembly Language (3rd edition),Wang Shuang,5
1097,"Computer Composition and Design (Original Book, 5th Edition)",DavidA.Patterson,5
1098,Modern Operating Systems (Original Book 4th Edition),[jose] AndrewS. Tanenbaum,5
1099,Mathematics of deep learning,Yoshiyuki Inui,5
1100,innovators,Walter Isaacson,5
1101,Linux Command line and shell scripting complete edition 3,"Bloom, Bresnahan",5
1102,Graphic Cryptography (3rd Edition),Jie Chenghao,5
1103,Introduction to Deep Learning,Yasuhi Saito,5
1104,C expert programming,PetervanderLinden,5
1105,Hackers and Painters,Paul Graham,5
1106,How does a computer run,[Day] Yasawa Hisao,5
1107,Introduction to Computer Science,BehrouzA. Forouzan,5
1108,The way of programmer training,AndrewHunt,5
1109,SRE,BetsyBeyer,5
1110,Advanced Programming for UNIX Environments (version 3),W.r. Stevens,5
1111,High performance MySQL,Schwartz (BaronSchwartz),5
1112,Introduction to Computer Science (12th edition),[the] J.G lennBrookshear,5
1113,Start programming with Python,Go i'm gone.,5
1114,Software Foundations,BenjaminC. Pierce,5
1115,Deep learning and Image recognition: Principles and Practice,Wei Xi Han Tu Ming zhang Xiupeng,5
1116,The Cathedral and the Fair,"[the] EricS, Raymond",5
1117,System architecture,EdwardCrawley,5
1118,Collective intelligence programming,bysegaran,5
1119,Deep understanding of computer systems,"(mae) RandalE. Bryant, DavidR. O 'Hallaron",5
1120,Computer composition and design hardware/software interface,[the] DavidA. Patterson,5
1121,How does the program work,[Day] Yasawa Hisao,5
1122,Computational advertising,Liu peng,5
1123,JavaScript you Don't Know (Volume 1),[the] KyleSimpson,5
1124,C and pointer,KennethA· Reek,5
1125,The Definitive GUIDE to HTTP,DavidGourley,5
1126,Effective Java Chinese Version (3rd edition),[the] JoshuaBloch,5
1127,The essence of computer science,[Brazil] Waddeston Ferreira Fieldo,5
1128,Logic engine,Martin Davis,5
1129,Hundred side machine learning,The various ge is,5
1130,Orange's: An implementation of an operating system,Yu Yuan,5
1131,Deep learning,TerrenceSejnowski (USA),5
1132,Stupid way to learn Python 3,[US] Zed A. Shaw,5
1133,The operating system,WilliamStallings,5
1134,SQL will know will know,Foda (BenForta),5
1135,Head First Java (2nd Edition · Chinese Version),KathySierra BertBates the,5
1136,Software capriccio,[the] JoelSpolsky,5
1137,Java Core Technologies volume I (Original Book 10th Edition),[US] CayS.Horstmann,5
1138,Artificial intelligence (ai),StuartJ. Russell,5
1139,Pattern Recognition and Machine Learning,ChristopherBishop,5
1140,The way of programmer training,AndrewHunt,5
1141,Python neural network programming,[Britain] TariqRashid,5
1142,Blockchain technology drives finance,Arvind Narayanan,5
1143,The  C Programming Language,BrianW. Kernighan,5
1144,Logic engine,Martin Davis,5
1145,Computer Networking (5th Edition),AndrewS. Tanenbaum,5
1146,From 0 to 1,Peter Thiel,5
1147,Enterprise business Architecture Design: Methodology and Practice,FuXiaoYan,5
1148,The mystery of silicon valley,Wu jun,5
1149,Computer Composition: a structured approach,Temple tender baum,5
1150,Big talk about data structures,gemee,5
1151,Go programming language,Ellen A.A. Donovan,5
1152,C Primer Plus,StephenPrata,5
1153,Effective Python,BrettSlatkin,5
1154,Father and son's programming journey,Thornton (WarrenSande),5
1155,Real name,Vernor Vinci,5
1156,Database System concept,AbrahamSilberschatz (beauty),5
1157,Introduction to Computer Science (11th edition),J.GlennBrookshear,5
1158,Graphic design pattern,Jie Chenghao,5
1159,Algorithm of notes,Hu Fan,5
1160,That's search engines,Jun-lin zhang,5
1161,The nature of computing,[English] TomStuart,5
1162,"Architecture is the Future: Extensible Web Architecture, Processes, and Organizations for the Modern Enterprise (Original Book, 2nd Edition)",MartinL. Abbott,5
1163,Programmer advanced heart method: fast breakthrough growth bottleneck,Hu Feng,5
1164,Writing An Interpreter In Go,ThorstenBall,5
1165,UNIX Network programming,Stevens,5
1166,Java 8 of actual combat,Eritrea's horse (Raoul - GabrielUrma),5
1167,Computer network,(Dutch) AndrewS Tanenbaum,5
1168,Prometheus monitors the actual combat,[Australia] by JamesTurnbull,5
1169,The world is digital,[the] BrianW Kernighan,5
1170,Reinforcement Learning (2nd Ed.),【 plus 】RichardS Sutton,5
1171,The emperor new brain,[Britain] Roger Penrose,5
1172,Graphic cryptography,Jie Chenghao,5
1173,Top of the Wave (4th Edition) (Ii volume),Wu jun,5
1174,The essence of JavaScript,douglascrockford,5
1175,Python Data Science Manual,JakeVanderPlas,5
1176,Fundamentals of information theory,[the] ThomasM. Cove,5
1177,Redis development and operation,FuLei,5
1178,Effective C++,Meyer (ScottMeyers),5
1179,Princeton Calculus Reader (revised Edition),[the] AdrianBanner,5
1180,Big talk about design patterns,gemee,5
1181,Design Book for Everyone (3rd Edition),[the] RobinWilliams,5
1182,Designing data-intensive applications (photocopies),MartinKleppmann,5
1183,"Data Analysis with Python, 2nd edition",WesMcKinney,5
1184,Reinforcement learning: Principles and Python Implementations,XiaoZhiQing,5
1185,C++ Primer (4th edition),StanleyB. Lippman,5
1186,Alibaba Java Development Manual,Yang Guanbao,5
1187,Introduction to Natural language processing,He Han,5
1188,The singularity is near,RayKurzweil,5
1189,Top of the Wave (2nd Edition) (Set volume 2),Wu jun,5
1190,Illustrates server - side network architecture,Hiroshi Miyada,5
1191,C language title selected 100 skills,XianJingGuang,5
1192,Hadoop: Big Data Storage and Analysis (4th edition)(Revised edition)(Updated Edition),Tomwhite,5
1193,The definitive guide to Kafka,NehaNarkhede,5
1194,MySQL Technology Insider,davidjiang,5
1195,Programmer math,"""City hao",5
1196,Challenge programming competition,Akiha Takuya,5
1197,In-depth Understanding of the LINUX kernel (Version 3),"Beauvais, Cister",5
1198,Kubernetes in Action,【 the 】 MarkoLuksa,5
1199,C# 7.0 essence,MarkMichaelis,5
1200,C Programming: A Comprehensive introduction to C (3rd edition),StephenKochan (beauty),5
1201,Encryption and Decryption (version 4),Duan Gang,5
1202,"The Python Cookbook Chinese edition, 3rd edition",DavidM. Beazley,5
1203,Diagrams of data structures and algorithms,Jay Wingo,5
1204,The sword refers to Offer,Hai-tao he,5
1205,Spring the Boot of actual combat,Craig Voss,5
1206,Crazy Python lectures,Li Gang,5
1207,Linux/UNIX System programming manual,MichaelKerrisk - The New,5
1208,Learn programming with your child,WarrenSande,5
1209,Redis of actual combat,JosiahL. Carlson,5
1210,TCP/IP (5th edition),Takeshita Takashi,5
1211,How do intelligent machines think,SeanGerrish,5
1212,DevOps Practice Guide,[the] GeneKim,5
1213,Biography of Alan Turing,[Britain] Andrew Hodges,5
1214,Smart era,JeffHawkins,5
1215,The fire of silicon valley,Michael Swaine,5
1216,Beginner's Guide to Python programming,[the] MichaelDawson,5
1217,Computer system elements,NoamNisan,5
1218,Aha! algorithm,Aha lei,5
1219,The revelation of,[the] MartyCagan,5
1220,The Art of Computer Programming (Volume 1),[the] DonaldKnuth,5
1221,Proficient in regular expressions,[the] JeffreyE f. Friedl,5
1222,Proficient in Bitcoin 2nd Edition (Photocopy),AndreasM. Antonopoulos,5
1223,Bird brother's Linux private house dish foundation learning chapter fourth edition,The elder brother of the bird,5
1224,Experience of engine,Tynansylvester,5
1225,Spark fast big data analysis,[the] HoldenKarau,5
1226,Large-scale distributed storage system,Yang Chuanhui,5
1227,Computer Networking (7th Edition),Xie Xiren,5
1228,Discrete Mathematics and Its Applications (5th Edition),[the] KennethH Rosen,5
1229,Operating Systems,remziarpaci-dusseau,5
1230,UNIX Programming art,"[the] EricS, Raymond",5
1231,Bluster computer,Zhang Dong,5
1232,Structure and Interpretation of Computer Programs - 2nd Edition (MIT),HaroldAbelson,5
1233,Agile software development,[the] RobertC · Martin,5
1234,Introduction to systematic thinking,Gerald Weinberg,5
1235,The art of anti-deception,Mitnick (K.D.),5
1236,Machine Learning,KevinP· Murphy,5
1237,Reconstruction (2nd edition) full color hardcover edition,MartinFowler,5
1238,Node.js is easy to understand,PiaoLing,5
1239,Effective C++,[the] ScottMeyers,5
1240,What is mathematics,R. courant,5
1241,Code,CharlesPetzold,5
1242,Concrete Mathematics (English Edition 2),[the] RonaldL. Graham,5
1243,The Art of Game Design (2nd Edition),[the] JesseSchell,5
1244,C language programming modern methods,K.N.King,5
1245,In-depth understanding of Python features,[D] Dagen Bader,5
1246,Biography of Alan Turing,[Britain] Andrew Hodges,5
1247,Discrete Mathematics and Its Applications (Original Book 7th Edition),KennethH. Rosen,5
1248,hackers,StevenLevy,5
1249,Introduction to Linear Algebra,GilbertStrang,5
1250,Operating System Concepts,Silberschatz (A.),5
1251,Social engineering,ChristopherHadnagy,5
1252,Computer composition principle,Tang Shuo fly,5
1253,In-depth understanding of Kafka: Core design and practice,Zhong-hua zhu,5
1254,Head First HTML and CSS (Version 2),ElisabethRobson,5
1255,Parsing Python source Code,Chen Ru,5
1256,Database system implementation,HectorGarcia-Molina,5
1257,Computer architecture,[the] JohnL. Hennessy,5
1258,Recommendation System practice,A bright,5
1259,Go Programming Language,AlanA.A.Donovan,5
1260,Introduction to algorithms,[the] ThomasH Cormen,5
1261,Soft skills,JohnSonmez,5
1262,Yuhiro Matsumoto: Design and implementation of programming languages,Hirohiro Matsumoto,5
1263,Go Language Practice,WilliamKennedy,5
1264,The Definitive guide to JavaScript (6th edition),DavidFlanagan,5
1265,The Spring revelation,Wang Fuqiang,5
1266,Hacktivist fan,KevinBeaver,5
1267,why,By JudeaPearl,5
1268,The future of ai,JeffHawkins,5
1269,Evolutionary history of computing,[Fa] Jill Dovic,5
1270,Light of Civilization (Book 1),[US] Wu Jun,5
1271,Regular expressions must Know must Know (revised edition),Foda (BenForta),5
1272,The art of writing readable code,"- Boswell,D.",5
1273,Computer Composition (6th edition),AndrewS. Tanenbaum,5
1274,"Applied Cryptography: Protocols, Algorithms, and C Source Programs (Original Book 2nd Edition)",BruceSchneier (beauty),5
1275,Software testing experience and lessons,CemKaner,5
1276,Data mining,JiaweiHan (beauty),5
1277,Data Structures (C language Version),YanWeiMin,5
1278,Reactive design pattern,RolandKuhn,5
1279,The Book of Why,JudeaPearl,5
1280,The Art of JavaScript DOM Programming (Version 2),[English] JeremyKeith,5
1281,The algorithm of empire,Christopher Steiner,5
1282,Confused travel agent,[the] WilliamJ. Cook,5
1283,Illustrated Java multithreaded design patterns,Jie Chenghao,5
1284,UNIX Networking Programming Volume 1: Socket Networking apis (version 3),W.RichardStevens,5
1285,C Pitfalls and defects,Mr Koenig,5
1286,The Definitive Guide to Java Performance,Oakes (ScottOaks),5
1287,Introduction to Computer Science,NellDale (beauty),5
1288,Python language and its applications,[the] BillLubanovic,5
1289,Software architecture Design,Yu Chunlong,5
1290,Game Engine Architecture,JasonGregory(JasonGregory) Gregory),5
1291,Computers and the human brain,John von Neuemann,5
1292,Wireshark network analysis is that simple,Lin Pei full,5
1293,Coding bible,Neil Stephenson,5
1294,Software Engineering at Google,TitusWinters,5
1295,The Little Schemer - 4th Edition,DanielP. Friedman,5
1296,"Flink principle, actual combat and performance optimization",Li-bing zhang zhao,5
1297,One thing,TomDeMarco,5
1298,A History of Minimalist Algorithms: From Mathematics to Machines,Luc de Brabandere,5
1299,Hands-On Machine Learning with Scikit-Learn and TensorFlow,AurélienGéron,5
1300,The Method of Construction (3rd Edition),Zou xin,5
1301,Go Language learning notes,The rain mark,5
1302,BPF Performance Tools,rank,5
1303,Domain-driven design,Evans,5
1304,Easy to understand Docker,[Britain] NigelPoulton,5
1305,Simplicity is the highest,[English] GilesColborne,5
1306,Elasticsearch of actual combat,radugheorws,5
1307,Programming languages implement patterns,TerenceParr,5
1308,Myth of man-month (40th Anniversary Chinese Edition),"By Brooks,F.P.",5
1309,Computing advertising 2nd edition,Liu peng,5
1310,Introduction to Database Systems (5th Edition),Wang shan,5
1311,The Road to Communication -- from Calculus to 5G,Edited by Yang Xuezhi,5
1312,Kubernetes in Action,MarkoLuksa,5
1313,Digital utopia,Fred Turner,5
1314,Customs clearance! The Art of Game design,Rogers (ScottRogers),5
1315,Build the method of,Zou xin,5
1316,Category Theory for Programmers,BartoszMilewski,5
1317,Introduction to computer systems,PatT.Y.N.,5
1318,Distributed system,British) a GeorgeCoulouris,5
1319,Programming is fun,[Britain] Jon Woodcock,5
1320,The Little Schemer,[the] DanielP. Friedman,5
1321,Programmer code interview guide: IT enterprise algorithm and data structure problem optimal solution,Left cloud,5
1322,Have an in-depth understanding of neural networks,Zhang sleep not,5
1323,Survivors of the future world,Nguyen half-stretching,5
1324,Meituan machine learning practice,Meituan algorithm team,5
1325,Operating system true restore,Zheng Gang,5
1326,Raspberry PI starts playing with Linux,Go i'm gone.,5
1327,Java Core Technologies Volume 1: Basics (Original Book 9th Edition),(mae) CayS. Horstmann,5
1328,Great Principles of Computing/Computer science series,PeterJ. Denning,5
1329,refactoring,MartinFowler,5
1330,Programmer's mind training,[the] AndyHunt,5
1331,Psychic chip,danielhillis,5
1332,Software testing,[the] RonPatton,5
1333,Algorithms Contest Introduction Classic (2nd edition),Liu Rujia,5
1334,Domain-driven design,[the] EricEvans,5
1335,Computational theory guidance,MichaelSipser,5
1336,The Linux Programming Interface,MichaelKerrisk - The New,5
1337,Nine algorithms that will change the future,NULL,5
1338,"An In-depth Understanding of Computer Systems (English Version, 3rd edition)",RandalE. Bryant,5
1339,Seven weeks seven languages,[the] BruceA · Tate,5
1340,The Go Programming Language,BrianW. Kernighan,5
1341,Artificial Intelligence (2nd Edition),StephenLucci,5
1342,Docker -- Containers and the Container Cloud (version 2),"SEL Laboratory, Zhejiang University",5
1343,TCP/IP network programming,Han] Yin Shengyu,5
1344,Computer mind,Hengming zou,5
1345,That's how you learn Linux,Liu trent,5
1346,Think Python like a Computer Scientist (version 2),Alan B. Downey,5
1347,Data structure and algorithm analysis,Wes (MarkAllenWeiss),5
1348,C++ primer plus,StephenPrata,5
1349,Effective Java: Second Edition,[the] JoshuaBloch,5
1350,Learn architecture from scratch,Yun-hua li,5
1351,Evolving Cloud Native: Microservices best practices in Cloud Native Architecture,Qi-jun wang,5
1352,Java Learning Notes,Lin Xinliang,5
1353,Java multithreaded programming practical guide (core),Wen-hai huang,5
1354,The Elements of Statistical Learning,TrevorHastie,5
1355,Theory of Distributions for Locally Compact Spaces,EricLehman,5
1356,A Byte of Python,SwaroopCH,5
1357,Computer vision,Forsyth (DavidA. Forsyth),5
1358,Writing A Compiler In Go,ThorstenBall,5
1359,Shannon preach,"Jimmy Soni, Rob Goodman",5
1360,Bluster processor,All wood Yang,5
1361,Exploratory software testing,JamesA. Whittaker,5
1362,Teach children to program in Python,John Howard Payne (BrysonPayne),5
1363,One month myth,Frederick Brooks,5
1364,Dive into the Linux kernel architecture,WolfgangMauerer,5
1365,Programming Methodology (Chinese version),MatthiasFellinen,5
1366,Dark Knowledge: How will machine cognition disrupt business and society,Wang Weijia,5
1367,Clean Code,[the] RobertC · Martin,5
1368,JavaScript design patterns and development practices,Once agent,5
1369,Web Security Attack and Defense: A practical guide to penetration testing,Xu Yan,5
1370,That's how you should have played Excel,WuHao,5
1371,Design and Implementation of Linux Kernel (3rd Edition),Robert Love,5
1372,Effective C++,[the] ScottMeyers,5
1373,Artificial intelligence (ai),Kai-fu lee. 王咏刚,5
1374,From Paxos to Zookeeper,NiChao,5
1375,Algorithms to Live By,BrianChristian,5
1376,Effective Modern C++,ScottMeyers,5
1377,The art of modifying code,MichaelFeathers,5
1378,One-stop learning C programming,Song Jinsha,5
1379,Personal Edition (Original Book 3rd Edition),[the] TomDeMarco,5
1380,A brief history of artificial intelligence,Nick,5
1381,The beauty of Python programming: a Best Practices guide,【美】KennethReitz (KennethReitz),5
1382,Evolutionary architecture,Neil Ford,5
1383,Maven of actual combat,Juven xu,5
1384,Princeton Open Computer Course,BrianW. Kernighan,5
1385,"Networks, communities and markets",DavidEsley,5
1386,Database Internals,AlexPetrov,5
1387,Implement Lua yourself,Zhang Xiuhong,5
1388,The ultimate algorithm,Pedro Dominguez,5
1389,See the world from a computational point of view,Li universal,5
1390,Reinforcement Learning,RichardS. Sutton,5
1391,Everyone is a product manager,Su Jie,5
1392,SQL advanced tutorial,MICK [date],5
1393,The phoenix project,GeneKim,5
1394,My first algorithm book,[Japan] Ishida Baohui,5
1395,Programming life,[the] PeterSeibel,5
1396,Transaction Processing,JimGray,5
1397,Programmer Interview Guide (5th edition),[the] GayleLaakmannMcDowell,5
1398,Computational geometry,NULL,5
1399,DOOM rev ShiLu,David Cashman,5
1400,Fluent Python,LucianoRamalho,5
1401,The professionalism of programmers,[the] RobertC · Martin,5
1402,An in-depth understanding of Nginx (Version 2),tao-fai,5
1403,Hundreds of millions of traffic website architecture core technology,Zhang Kaitao,5
1404,Simple knowledge leads to simple cryptography,ChristofPaar,5
1405,Go Web programming,[Singapore]SauSheongChang(cheng siu-hung),5
1406,Simple data analysis,[the] MichaelMilton,5
1407,Computers and the human brain,Von Neumann,5
1408,Unix/Linux programming practice tutorial,BruceMolay,5
1409,Vernacular blockchain,Jiang Yong,5
1410,C Programming (4th Edition),Tan Haoqiang,5
1411,The joy of thinking,Gu Sen,5
1412,Convex optimization,StephenBoyd,5
1413,Computer Systems: A Programmer's Perspective (3rd Edition),RandalE. Bryant,5
1414,The Linux Command Line,WilliamE.ShottsJr。,5
1415,The C standard library,P.J.Plauger,5
1416,Crazy Programmer,No shadow,5
1417,Programming for Linux Systems (2nd Edition),Robert Love,5
1418,Python Core Programming (Second edition),[US]WesleyJ.Chun,5
1419,A gifted pioneer,Norman McRae,5
1420,(The 2nd edition),Hai-tao he,5
1421,"Distributed Services Architecture: Principles, Design, and Practice",Yan-peng li,5
1422,The art of Concurrent programming in Java,Party to take off,5
1423,Computer network,"[the] AndrewS, Tanenbaum",5
1424,Digital design and computer architecture,NULL,5
1425,Build high-performance Web sites,Guo Xin,5
1426,Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,BradleyN. Miller,5
1427,Who says Elephants can't Dance (Collector's Edition),Gerstner,5
1428,More secure Linux networks,Chen Yongxun,5
1429,I am an IT little bird,Hu Jiangtang,5
1430,Code cleanliness: Programmer professionalism,By RobertC.Martin,5
1431,Database index design and optimization,【 the 】 TapioLahdenmaki,5
